word,weight
menating,3.0
menayangkan,2.0
mencabarkan,-4.0
mencabau,-4.0
mencaci,-5.0
mencaci-maki,-5.0
mencagil,-4.0
mencagun,-3.0
mencair,-1.0
mencak,-5.0
mencak-mencak,-5.0
mencakar,-4.0
mencalit,-3.0
mencampurbaurkan,-4.0
mencamuk,-4.0
mencangkum,-3.0
mencaplok,-3.0
mencarak,-3.0
mencari,-3.0
mencatut,-3.0
mencebikkan,0.5
mencebur,-5.0
mencecah,-3.0
mencecak,-3.0
mencederai,-4.0
mencegah,-5.0
mencegat,-3.0
mencekak,-4.0
mencekam,-4.0
mencekau,-2.0
mencekik,-4.0
mencekuh,-3.0
mencela,-5.0
mencelakai,-5.0
mencelampakkan,-3.0
menceluk,-3.0
mencemari,-4.0
mencemaskan,0.5
mencemat,-5.0
mencemooh,-5.0
mencemplung,-5.0
mencempung,-4.0
menceng,-4.0
mencengangkan,0.5
mencengkam,-4.0
mencengkau,-4.0
mencengkelong,-5.0
mencengkeram,-4.0
mencepung,-5.0
menceracau,-3.0
mencerat,-3.0
mencerca,-5.0
menceret,-5.0
menceritakan,3.0
mencerkau,-4.0
mencerna,3.0
mencerup,-3.0
mencetak,-5.0
mencibir,-5.0
mencibirkan,-5.0
mencicik,-5.0
mencilok,-3.0
mencinta,2.0
mencintai,3.0
mencintaimu,4.0
mencirit,-5.0
mencium,-3.0
menciut,-3.0
mencoblos,-3.0
mencocok,-3.0
mencolok,2.0
mencolong,-5.0
mencomot,-4.0
menconteng,-3.0
mencontengkan,-3.0
mencontoh,4.0
mencontohkan,4.0
mencopet,-5.0
mencoreng,-4.0
mencoret,-3.0
mencret,-4.0
mencuca,-5.0
mencucuk,-3.0
mencucut,-3.0
mencukupi,-3.0
mencungkil,-4.0
mencura,-5.0
mencurat,-1.0
mencuri,-5.0
mencurigai,1.0
mencuru,-3.0
mendahului,0.5
mendaifkan,0.0
mendakwa,-4.0
mendalam,0.0
mendamprat,-4.0
mendandankan,3.0
mendangkung,-3.0
mendapat,3.0
mendapati,-4.0
mendarat,-1.5
mendasar,-4.0
mendaulat,-5.0
mendebarkan,-4.0
mendedahkan,-4.0
mendekap,-3.0
mendemonstrasikan,-4.0
mendengu,-3.0
mendengung,-4.0
mendengungkan,3.0
menderaikan,3.0
menderita,-5.0
mendesak,-4.0
mendeteksi,3.0
mendiami,-3.0
mendiamkan,-3.0
mendidih,-3.0
mendidik,3.0
mendidis,-4.0
mendikte,3.0
mendindingi,-5.0
mending,-0.5
mendingan,-3.0
mendiskreditkan,-4.0
mendoa,0.5
mendompleng,-3.0
mendongkolkan,-5.0
mendorong,-4.0
menduga,1.0
mendung,-3.0
mendungas,-3.0
menduri,-4.0
mendusin,4.0
mendusta,-4.0
mendustai,-3.0
menebak,0.5
menebalkan,-3.0
menebarkan,3.0
menebat,-3.0
menebeng,-3.0
menebuk,-3.0
menegah,-5.0
menegangkan,-4.0
menegapkan,-3.0
menegarkan,2.0
meneguhkan,-3.0
meneguk,-3.0
menegur,-0.5
menekan,-3.0
menekankan,-3.0
menelaah,-1.5
meneladan,4.0
menelanjangi,-4.0
menelungkup,1.0
menelurkan,3.0
menelusuri,3.0
menembis,-5.0
menembok,-1.0
menembusi,3.0
menempati,-3.0
menempel,-3.0
menemukan,2.0
menenangkan,1.5
menendang,-5.0
menenes,-2.0
menengahi,-5.0
menenggang,-3.0
menengkar,-5.0
menengking,-5.0
menentang,-5.0
menentu,3.0
menep,-3.0
menepis,-3.0
menerbankan,-4.0
menerima,3.0
menerjang,-3.0
menerjunkan,-5.0
menerka,1.0
menerpa,-3.0
menetap,3.0
menetapkan,-5.0
menetes,-3.0
mengabaikan,0.5
mengabar,-5.0
mengabdi,-3.0
mengabsorpsi,-3.0
mengabulkan,-3.0
mengacak,-4.0
mengacau,0.0
mengacaukan,-4.0
mengada,-3.0
mengada-ada,-4.0
mengadang,-3.0
mengadili,-4.0
mengaduk,-4.0
mengadunkan,3.0
mengagak-agak,-3.0
mengagumkan,-0.5
mengaibkan,1.0
mengaji,4.0
mengakap,4.0
mengakar,5.0
mengalah,-2.0
mengalahkan,-4.0
mengalami,0.0
mengalem,4.0
mengalihkan,-5.0
mengalunkan,3.0
mengamalkan,-4.0
mengambang,-5.0
mengamput,-3.0
mengamuk,-2.0
mengandung,-3.0
mengandut,-3.0
menganeksasi,-5.0
menganggap,3.0
menganggar,3.0
menganggur,-4.0
mengangkat-angkat,4.0
mengangsur,1.0
menganjurkan,-3.0
mengantara,-3.0
mengantarai,-3.0
mengantisipasi,1.0
mengantongi,-2.0
menganugerahi,0.0
menganut,4.0
mengap,-3.0
mengapkir,-4.0
mengarah,-4.0
mengarahkan,3.0
mengarau,-4.0
mengaret,-3.0
mengarifi,3.0
mengarik,-3.0
mengartikan,1.0
mengasihani,4.0
mengasihi,0.0
mengasosiasikan,3.0
mengasuh,-2.0
mengata-ngatai,-5.0
mengatakan,3.0
mengaur,-3.0
mengawaki,5.0
mengawal,0.0
mengawali,-3.0
mengawasi,-2.0
mengayun,-3.0
mengayunkan,-3.0
mengazab,-3.0
mengazabkan,-3.0
mengebiri,-3.0
mengebumikan,-3.0
mengecamkan,3.0
mengecat,4.0
mengecerkan,-2.0
mengecewakan,-3.0
mengecilkan,0.5
mengedrop,-4.0
mengedut,-5.0
mengeja,3.0
mengejar,-4.0
mengejawantah,-3.0
mengejek,-4.0
mengejikan,-3.0
mengejutkan,-3.0
mengekang,-4.0
mengekol,-3.0
mengelakkan,-4.0
mengelih,-4.0
mengelis,-3.0
mengeloskan,3.0
mengelukan,-2.0
mengembang,1.0
mengembat,-5.0
mengembus,-4.0
mengempang,-5.0
mengempaskan,-3.0
mengempis,-3.0
mengemu,-3.0
mengemukakan,-3.0
mengenal,1.0
mengenang,3.0
mengenangkan,-3.0
mengencang,-3.0
mengendur,-3.0
mengenjak,-3.0
mengentak,-3.0
mengentengkan,1.0
mengenyam,-1.0
mengerem,-2.0
mengeremus,-4.0
mengerik,-3.0
mengerikan,0.0
mengerinyau,-3.0
mengerjakan,-4.0
mengerkau,-4.0
mengernai,-4.0
mengeroyok,-1.5
mengerti,0.0
mengerubungi,-1.0
mengerubuti,-4.0
mengeruh,-3.0
mengerut,-3.0
mengesahkan,-0.5
mengesak,-3.0
mengesampingkan,-4.0
mengesan,-3.0
mengesankan,4.0
mengesel,-5.0
mengesup,-3.0
mengetepikan,-4.0
mengetes,-3.0
mengetuk,3.0
menggabungkan,-3.0
menggadaikan,-3.0
menggaduhkan,-4.0
menggaet,-5.0
menggagalkan,-3.0
menggalakkan,-4.0
menggali-gali,-4.0
menggambari,3.0
menggampangkan,-3.0
mengganas,-4.0
mengganggu,0.0
mengganjar,1.0
mengganjari,0.0
mengganjarkan,-3.0
mengganyang,-1.5
menggarangkan,-4.0
menggarit,-3.0
menggarong,-5.0
menggasak,-5.0
menggebos,-5.0
menggegerkan,0.5
menggelabu,-4.0
menggelabur,-5.0
menggelapkan,-4.0
menggelecik,-3.0
menggeleng,-3.0
menggelesot,-1.0
menggeletar,-4.0
menggeliat,-3.0
menggeligi,-4.0
menggeligis,-4.0
menggelikan,-3.0
menggelincir,-1.0
menggelingsir,-3.0
menggelinyau,-3.0
menggelisahi,-4.0
menggelogok,-3.0
menggelorakan,-4.0
menggelup,-4.0
menggema,-4.0
menggemari,3.0
menggemaskan,-5.0
menggemparkan,1.0
menggempur,-4.0
menggemuruh,-4.0
menggentarkan,-4.0
menggeramus,-4.0
menggerebek,-3.0
menggerecoki,0.0
menggerenyam,-3.0
menggeret,-3.0
menggerinjam,-4.0
menggiatkan,-4.0
menggigih,-4.0
menggigil,-4.0
menggigis,-4.0
menggila,-4.0
menggilas,-4.0
menggodai,-3.0
menggondol,-5.0
menggores,-1.0
menggoyang,-3.0
menggoyangkan,-4.0
menggugat,-4.0
mengguguk,-5.0
menggulung,-4.0
mengguncangkan,-4.0
menggunting,-3.0
menggunung,-3.0
menggusari,-3.0
menghabisi,-4.0
menghabiskan,-4.0
menghadiahi,0.5
menghadiahkan,0.0
menghajatkan,1.0
menghalai-balaikan,-4.0
menghalang,-4.0
menghambat,-3.0
menghamuni,-5.0
menghancurkan,-4.0
menghancurluluhkan,-4.0
menghanguskan,-3.0
menghantui,-4.0
menghapus,-4.0
mengharamkan,-3.0
mengharap,-3.0
menghardik,-5.0
mengharubirukan,-4.0
mengharukan,-4.0
menghasut,-4.0
menghebat,-4.0
menghebohkan,0.5
menghembalang,-3.0
menghempas,-4.0
menghempaskan,-4.0
mengheningkan,-3.0
menghentikan,-5.0
mengherankan,0.0
menghidangkan,2.0
menghidu,-1.0
menghikayatkan,3.0
menghilang,-3.0
menghimpunkan,3.0
menghinakan,-0.5
menghinap-hinap,-3.0
menghindarkan,-4.0
menghinggapi,-3.0
menghinggut,-3.0
menghirukkan,0.0
menghirup,-3.0
menghisap,-1.0
menghitamkan,-4.0
menghubungi,1.0
menghujat,-4.0
menghukum,0.5
menghukumkan,-3.0
menghulu,-3.0
menghuni,-3.0
menghunjam,-4.0
mengias,-4.0
mengibai,4.0
mengidamkan,-2.0
mengikhtisarkan,-3.0
mengikuti,3.0
mengiler,3.0
mengimbangi,-2.0
mengimbas,3.0
mengimbasi,3.0
mengimbuhi,3.0
mengimbuhkan,4.0
mengimla,1.0
mengingat-ingat,2.0
mengingatkan,3.0
menginginkan,4.0
mengingkari,-4.0
mengingsar,-3.0
mengingsut,-3.0
menginjak,-3.0
menginjeksi,-3.0
menginsafi,3.0
menginsinuasi,-4.0
menginterprestasikan,1.0
menginterupsi,-5.0
mengipasi,3.0
mengira-ngira,3.0
mengirap,-3.0
mengirat,-1.5
mengirik,-3.0
mengirikan,-4.0
mengiris,-4.0
mengisbatkan,-3.0
mengisi,2.0
mengisruhkan,-4.0
mengistimewakan,-3.0
mengizinkan,3.0
mengkaji,-5.0
mengkal,-4.0
mengkhianat,-4.0
mengkhianati,-5.0
mengobarkan,-4.0
mengogah,-3.0
mengoleng,-3.0
mengoles,4.0
mengolet,-3.0
mengompori,-4.0
mengonarkan,-4.0
mengonfirmasi,-4.0
mengononkan,3.0
mengonslah,-5.0
mengonsumsi,-4.0
mengontak,1.0
mengonyok,-3.0
mengorek,-4.0
mengorek-ngorek,-4.0
mengorok,-3.0
mengorup,-5.0
mengotori,-5.0
mengotot,0.0
mengoyak,-4.0
mengoyak-oyak,-4.0
mengoyok,-4.0
menguar,-3.0
menguatkan,-3.0
mengubrakan,-3.0
mengubur,-3.0
menguburkan,-3.0
mengucapkan,3.0
mengucil,1.0
mengucup,2.0
mengucur,-3.0
mengudak,-4.0
menguit,-4.0
menguji,-5.0
mengukuhkan,-3.0
mengumaikan,3.0
mengumandang,-4.0
mengumbar,-3.0
mengumpat,-4.0
mengumpul,-3.0
mengumpulkan,3.0
mengumumkan,3.0
mengungkapkan,-4.0
menguntir,4.0
menguntiti,1.0
menguntungkan,0.0
mengunyah,-4.0
mengusai,-2.0
mengusap,-4.0
mengusili,0.5
mengusir,-4.0
mengutarakan,3.0
mengutil,-4.0
mengutuk,-5.0
menguyuh,-3.0
meni,1.0
menidurkan,-4.0
menikah,1.0
menikam,-4.0
menikmati,-3.0
menilai,-4.0
menilap,-4.0
menimang-nimang,-3.0
menimangkan,-3.0
menimba,4.0
menimbang,-3.0
menimbang-nimbang,-3.0
menimpa,-3.0
menimpuk,-5.0
menindas,-5.0
meninggal,-4.0
meninggalkan,-4.0
meninggi,-2.0
meningkah,-5.0
meninju,-3.0
menipis,-3.0
menipu,-3.0
menir,-4.0
meniru,4.0
menista,-4.0
menistakan,-0.5
meniti,2.0
menitis,-3.0
menjadi-jadi,1.0
menjaga,-3.0
menjahatkan,-4.0
menjahili,0.5
menjalani,3.0
menjalari,-3.0
menjambret,-5.0
menjamin,-5.0
menjapit,-4.0
menjarah,-4.0
menjarak,-3.0
menjaraki,-3.0
menjatuhkan,-4.0
menjauh,-3.0
menjauhkan,-4.0
menjebol,-3.0
menjeburkan,-5.0
menjejak,-4.0
menjejaki,-4.0
menjejali,1.0
menjelajah,3.0
menjelajahi,3.0
menjelang,3.0
menjelek-jelekkan,-4.0
menjelma,-3.0
menjemukan,-3.0
menjenguk,-4.0
menjeramah,-4.0
menjerit,-3.0
menjerkah,-5.0
menjijikkan,-5.0
menjilat,-3.0
menjilat-jilat,-2.0
menjiplak,-3.0
menjodohkan,-3.0
menjolok,-3.0
menjotos,-3.0
menjual,-5.0
menjunam,-4.0
menodai,-5.0
menokok,3.0
menolak,-4.0
menoleransi,-3.0
menolok,-3.0
menolong,4.0
menongkat,4.0
menongkrong,-1.5
menongkrongi,-3.0
menonjok,-3.0
menonjolkan,-3.0
menorehkan,1.0
mentab,2.0
mentang,-3.0
mentang-mentang,-4.0
mentok,-5.0
mentolo,-2.0
mentransformasikan,-5.0
menuba,-5.0
menubruk,-3.0
menugaskan,-1.0
menuguri,-3.0
menuju,-4.0
menukar,1.0
menukik,-4.0
menular,-4.0
menumang,-4.0
menumbuk,0.5
menumpang,-3.0
menumpas,-5.0
menumpuk,-3.0
menundukkan,-4.0
menung,-0.5
menunggangkan,-1.0
menunggu,-3.0
menunggui,-3.0
menunggunya,-2.0
menunjang,-3.0
menunjukkan,-3.0
menuntun,3.0
menuntut,-3.0
menunukan,-4.0
menurun,-3.0
menurunkan,-5.0
menurut,4.0
menusuk,-4.0
menusuk-nusuk,-4.0
menutup,-3.0
menuturkan,3.0
menyabak,-5.0
menyabet,-5.0
menyabot,-3.0
menyabung,-3.0
menyadari,2.0
menyadau,-3.0
menyadran,-4.0
menyagang,-3.0
menyakar,-5.0
menyakatkan,-4.0
menyakiti,-5.0
menyakitkan,-4.0
menyaksikan,1.0
menyala,0.0
menyalak,-3.0
menyalakan,-4.0
menyamakan,-3.0
menyaman,-4.0
menyampah,-4.0
menyampaikan,3.0
menyampingkan,-4.0
menyampuk,-3.0
menyandar,4.0
menyandingkan,-2.0
menyanggah,-4.0
menyanggupi,-5.0
menyangkak,-5.0
menyanjung,4.0
menyanjung-sanjung,2.0
menyantak,-3.0
menyantap,-4.0
menyanyi,4.0
menyanyikan,3.0
menyapih,4.0
menyapu-nyapu,-4.0
menyatroni,-5.0
menyatu,-4.0
menyatukan,-3.0
menyawar,-5.0
menyayang,4.0
menyayangi,4.0
menyayat,-4.0
menyayung,-4.0
menyebelah,-3.0
menyebelahkan,-5.0
menyeberang,-3.0
menyeberangi,3.0
menyebut,3.0
menyediakan,2.0
menyedihkan,-4.0
menyedot,-3.0
menyegam,-4.0
menyegarkan,3.0
menyeka,-4.0
menyekar,-4.0
menyela,-5.0
menyelak,-4.0
menyelakkan,-5.0
menyelami,-1.0
menyelang,-5.0
menyelar,-4.0
menyelekehi,-3.0
menyelentik,-4.0
menyelidiki,-5.0
menyelinap,-5.0
menyelir,-5.0
menyelubungi,-3.0
menyeluk,-3.0
menyelundupi,-3.0
menyeluruhi,-3.0
menyelusuh,-3.0
menyelusur,-3.0
menyemak,-5.0
menyemangati,-4.0
menyemangatkan,-3.0
menyembam,-4.0
menyembarangi,-5.0
menyembilu,-4.0
menyembul,-1.0
menyembulkan,-3.0
menyembunyikan,-3.0
menyembur,-1.0
menyemir,-5.0
menyemprot,-5.0
menyempurnakan,3.0
menyenangkan,0.5
menyengat,-4.0
menyenggak,-5.0
menyenggau,-4.0
menyeni,1.0
menyentak,-5.0
menyepelekan,0.0
menyepuk,-5.0
menyerah,-4.0
menyeramkan,-4.0
menyerampang,-5.0
menyerang,-3.0
menyerap,-3.0
menyerbu,-5.0
menyerempakkan,0.0
menyerikati,3.0
menyerobot,-5.0
menyerupai,4.0
menyeruput,-3.0
menyesak,-4.0
menyesal,-1.5
menyesali,3.0
menyesalkan,-5.0
menyesap,-3.0
menyesar,-3.0
menyeterui,-5.0
menyetor,-3.0
menyetrap,-3.0
menyetubuhi,-3.0
menyiapkan,1.0
menyiar,-4.0
menyiasat,-3.0
menyiat,-4.0
menyibuk,-2.0
menyidangkan,-1.0
menyikap,1.0
menyikat,-5.0
menyiksa,-5.0
menyikut,-5.0
menyilam,-3.0
menyimpang,-4.0
menyindir,-4.0
menyinggang,-4.0
menyingkap,-4.0
menyingkapkan,-4.0
menyingkirkan,-4.0
menyingsing,0.0
menyinkronkan,-1.0
menyirapkan,-4.0
menyisihkan,-2.0
menyisikan,-4.0
menyita,-5.0
menyodok,-3.0
menyodorkan,-3.0
menyogok,-5.0
menyolang,-3.0
menyolidkan,-3.0
menyolot,-4.0
menyongsong,-2.0
menyorong,-3.0
menyorongkan,-3.0
menyuap,-1.0
menyuapi,-3.0
menyuarakan,1.0
menyukai,1.5
menyulam,-5.0
menyulut,-4.0
menyumpahi,-5.0
menyunat,-5.0
menyunduk,-3.0
menyundut,-3.0
menyunggit,-4.0
menyungguhkan,-3.0
menyungkit,-4.0
menyuntik,-3.0
menyunu,-2.0
menyuplai,2.0
menyurut,-3.0
menyusahkan,-0.5
menyusup,-3.0
menyusuri,3.0
menyusut,-2.0
menyusutkan,1.0
meraban,-4.0
meracik,-4.0
meradang,-4.0
meragam,4.0
meragu,-4.0
meragukan,-3.0
merah,0.5
merahimi,4.0
merajalela,-4.0
merajam,-5.0
merakit,3.0
meralip,-5.0
meramalkan,0.5
merambak,-3.0
merampang,-4.0
merampas,-4.0
merampok,-5.0
merampus,-5.0
merana,-4.0
merancukan,-4.0
merandu,-4.0
meranggah,-3.0
merangkak,-3.0
merangkam,-4.0
merangkul,-3.0
merangkum,-3.0
merangkup,-3.0
merangkus,-4.0
merangsang,-4.0
meranyah,-5.0
merapal,1.0
merapat,1.0
merapatkan,-3.0
merapunkan,-4.0
merasa,-2.0
merasai,1.0
merasi,-3.0
merasuk,-0.5
merata,1.0
meraun,4.0
meraut,-3.0
merawat,-3.0
merawikan,3.0
merayah,-5.0
merayap,-3.0
merayapi,-3.0
merayau,-4.0
merdesa,-5.0
merdu,5.0
merebahkan,-3.0
merebak,-3.0
merebut,-3.0
merecok,-4.0
merecoki,0.5
meredam,-1.5
meredik,-5.0
meredup,-3.0
merefleksikan,-3.0
merejeng,-3.0
merekam,2.0
mereken,-3.0
merekomendasi,-3.0
merem,-2.0
meremang,-3.0
meremas-remas,3.0
merembes,-3.0
merembet,-4.0
meremehkan,-0.5
meremukkan,-4.0
merenangi,1.0
merencah,-4.0
merencanakan,3.0
merentak,-3.0
merentang-rentang,-5.0
merentangkan,3.0
merenung,3.0
merenungi,-3.0
merenungkan,-3.0
merenyam,-3.0
meresahkan,-4.0
merespon,3.0
meretek,-3.0
merger,3.0
meriah,3.0
meriang,-4.0
meriba,-3.0
meributkan,0.0
merilis,3.0
merinai,1.0
merincis,-4.0
merincukan,-4.0
merinding,-3.0
merindingkan,-4.0
meringankan,0.5
merinin,-3.0
merintangi,-4.0
merisak,-4.0
meriwayatkan,3.0
merobek,-4.0
merobohkan,-5.0
merogoh,-3.0
merogok,-3.0
merompak,-5.0
meronda,4.0
meronta,-3.0
merorod,-4.0
merosok,-3.0
merosot,-5.0
merua,-4.0
meruak,-4.0
merugi,-5.0
merukunkan,-3.0
merumung,-3.0
meruncing,4.0
merundung,-4.0
merunjang,-3.0
meruntuh,-4.0
meruntuhkan,-4.0
meruntun,-5.0
merunyamkan,-3.0
meruok,-5.0
merusakkan,-4.0
meruyup,-4.0
mesem,2.0
mesiu,-1.0
meski,-2.0
meskipun,-2.0
mesra,4.0
mesti,-3.0
mesum,-5.0
mesut,-4.0
metah,4.0
meteor,-4.0
metode,-5.0
mewajibkan,-2.0
mewakili,-3.0
mewalakkan,-5.0
mewarisi,3.0
mewarnai,4.0
mewek,-5.0
mewisuda,3.0
mewujud,-3.0
mewujudkan,-3.0
meyakinkan,3.0
mikat,2.0
mikir,-0.5
mikirin,-3.0
mikro,-3.0
mikroanalisis,3.0
mil,-3.0
milih,-2.0
milik,1.0
miliun,-5.0
mimpi,2.0
mimpian,2.0
mimpiin,-2.0
minat,4.0
minhaj,-4.0
minim,-3.0
minimal,-3.0
minta,-0.5
minum,-3.0
minus,-3.0
miring,-4.0
mirip,-0.5
miris,-4.0
misbah,4.0
miskin,-5.0
miss,-4.0
mitra,-1.0
mksh,2.0
mls,-4.0
mobil,1.0
moblong,3.0
modal,-0.5
modar,-5.0
model,3.0
moderator,-3.0
modern,3.0
modifikasi,2.0
modus,-3.0
moga,1.0
moga-moga,1.0
mogok,-5.0
mohon,0.0
mojang,2.0
momentum,3.0
momok,-4.0
moncong,-3.0
monggo,3.0
monopoli,3.0
montok,3.0
monyet,-3.0
mood,2.0
moral,4.0
morat-marit,-3.0
moratorium,3.0
morfin,-3.0
motel,1.0
motivasi,0.0
moyang,-4.0
muak,-5.0
mual,-5.0
muara,4.0
muas,5.0
muatan,-5.0
mucikari,-5.0
muda,-2.0
mudah,1.5
mudah-mudahan,1.0
mudahan,1.0
mudarat,-5.0
mudik,-3.0
mufaham,3.0
mufakat,4.0
muflis,-4.0
muhibah,4.0
mujarab,1.5
muji,2.0
mujur,4.0
mukhlis,0.5
mukibat,3.0
mukim,2.0
muktabar,3.0
muktamar,4.0
mula,-3.0
mulai,1.0
mules,-4.0
mullah,3.0
mulu,0.5
mulus,-0.5
mulut,-1.0
mumet,-4.0
mumi,-4.0
mumpung,-0.5
muncikari,-5.0
muncul,-1.0
munding,-3.0
mungil,-0.5
mungkar,-4.0
mungkin,-1.0
mungkir,-5.0
mungut,-2.0
muntah,-3.0
muntahan,-4.0
muntup,-3.0
mupeng,-2.0
murah,0.5
murahan,-4.0
muram,-4.0
murca,-4.0
murid,3.0
muring,-5.0
murka,-4.0
murtad,-5.0
murung,-4.0
murup,-3.0
murus,-5.0
musara,3.0
musibah,-5.0
music,1.0
musik,2.0
musir,-4.0
muskil,-2.0
muslim,3.0
musnah,-5.0
mustahil,0.5
mustaid,3.0
mustajab,4.0
mustaka,-3.0
mustakim,4.0
musuh,-4.0
musuhan,-4.0
musyawarah,-0.5
mutakhir,4.0
mutlak,-3.0
mutu,1.0
muwafakat,3.0
naas,-5.0
nabi,2.0
nabrak,-4.0
nada,2.0
naena,-2.0
nafkah,3.0
nahan,-3.0
nahas,-2.0
naik,1.0
naikkan,1.0
najis,-4.0
najisin,-4.0
nakal,-5.0
nala,-3.0
nanar,-4.0
nang,-5.0
nangis,-5.0
nanti,-2.0
nanya,-1.0
naon,-2.0
napa,-2.0
nape,-3.0
napsu,-3.0
narasi,-4.0
narkotik,-3.0
narkotika,-4.0
nasabah,4.0
nasi,2.0
nasihat,-3.0
natal,1.0
natur,3.0
natural,-1.0
naudzubillah,-5.0
ndak,-3.0
ndut,-4.0
neces,4.0
necis,1.5
negasi,-2.0
negosiasi,2.0
nekat,-1.0
nelangsa,-3.0
nemenin,2.0
nemu,-2.0
nenes,-2.0
neng,2.0
neraka,-5.0
nestapa,-1.0
next,-2.0
ngaceng,-5.0
ngadepin,-2.0
ngadu,-3.0
ngajak,1.0
ngakak,-2.0
ngaku,-0.5
ngalah,-0.5
ngambek,-5.0
ngamen,-3.0
ngancem,-4.0
nganggur,-3.0
ngantuk,-2.0
ngarep,-2.0
ngarti,-3.0
ngasih,0.5
ngatain,-5.0
ngeang,-4.0
ngeden,-2.0
ngeles,-3.0
ngeluh,-4.0
ngelupain,-1.5
ngenes,-4.0
ngerasa,-2.0
ngerasain,-0.5
ngeri,-4.0
ngerjain,-2.0
ngerti,0.0
ngertiin,-3.0
ngeselin,-5.0
ngesot,-2.0
ngespam,-3.0
ngestalk,-4.0
ngetawain,-4.0
ngga,-2.0
nggak,-1.0
ngidam,-2.0
ngikutin,-2.0
ngilang,-3.0
ngiler,-3.0
ngilu,-4.0
ngobrol,1.0
ngomel,-4.0
ngomongin,-3.0
ngopi,3.0
ngotot,-4.0
ngurusin,2.0
nian,4.0
nice,4.0
nihh,-3.0
nihil,-4.0
nikah,-0.5
nikmat,3.0
nikmati,3.0
nila,2.0
nilai,5.0
ninggalin,-4.0
nira,-3.0
nirmala,4.0
nis-,-3.0
nista,-5.0
nistaan,-5.0
njir,-3.0
noda,-4.0
nol,-3.0
nomine,5.0
nona,-3.0
nongol,-2.0
normal,1.0
novel,2.0
nuftah,3.0
nujum,-4.0
numpuk,-3.0
nunggu,1.0
nungguin,-0.5
nuri,3.0
nusuk,-3.0
nuzul,-4.0
nyakitin,-5.0
nyala,0.0
nyalahin,-4.0
nyali,0.5
nyaman,4.0
nyamleng,5.0
nyampah,-4.0
nyamuk,-1.0
nyana,3.0
nyangka,-3.0
nyanyang,-5.0
nyanyi,0.5
nyanyian,0.0
nyari,-2.0
nyariin,-2.0
nyasar,-4.0
nyata,1.0
nyebelin,-4.0
nyebut,-3.0
nyelekit,-4.0
nyenyak,-4.0
nyenyat,-4.0
nyenyeh,-4.0
nyerah,-3.0
nyeri,-4.0
nyesal,-4.0
nyesek,-4.0
nyesel,-5.0
nyet,-4.0
nyiksa,-4.0
nyinyir,-4.0
nyolong,-4.0
nyontek,-5.0
nyuruh,-3.0
obat,-3.0
objektif,4.0
obral,-3.0
obrolan,-4.0
obsesi,-0.5
obsolet,-5.0
ocehan,-4.0
odoh,-5.0
ogah,-3.0
ogah-ogahan,-4.0
ogel,-4.0
ok,4.0
okay,4.0
oke,2.0
okeey,2.0
oles,-4.0
olok,-4.0
olok-olok,-5.0
oma,-2.0
omong,-4.0
omongan,-4.0
onak,-4.0
onar,-5.0
ongkang-ongkang,-4.0
ongok,-3.0
only,1.0
onyak-anyik,-4.0
oon,-5.0
open,-3.0
operasi,1.0
opium,-3.0
oportunitas,3.0
oposisi,-3.0
opp,-1.0
ora,-3.0
orang-orangan,-3.0
orbit,-4.0
orde,3.0
ordo,3.0
organisasi,3.0
orientasi,3.0
orisinal,3.0
ornamen,5.0
orok,-3.0
osteoporosis,-5.0
otak,0.0
otaknya,-2.0
otek,-4.0
otentik,3.0
otomatis,3.0
otot,-4.0
oven,-4.0
ovipositor,-3.0
ovum,4.0
oyok,-3.0
oyong,-4.0
pa,-5.0
pacak,-4.0
pacar,-0.5
pacaran,0.0
pacarnya,2.0
pacul,-4.0
pada,-3.0
paduka,4.0
paganisme,-5.0
page,2.0
pagebluk,-5.0
pagi,-1.0
pagina,-2.0
pagon,3.0
pahala,0.5
paheman,4.0
pahit,-3.0
pailit,-5.0
pait,-4.0
pajak,-3.0
pakar,-1.0
pakat,4.0
paket,4.0
paksa,-4.0
palat,-5.0
pales,-4.0
palit,-3.0
palka,-3.0
palolo,-4.0
pamer,-3.0
pameran,-3.0
pamflet,-3.0
pamit,2.0
pampat,-5.0
pamrih,1.0
panar,-3.0
panas,0.5
pancakara,-4.0
pancaran,-3.0
pancaroba,1.0
pancur,-1.0
pandai,0.0
pandang,1.0
pandemi,-5.0
pandir,-5.0
pandu,3.0
pangeran,1.0
panggil,-1.0
panggul,4.0
pangkat,5.0
pangkur,-4.0
panglima,3.0
pangsa,-3.0
pangus,5.0
panik,-4.0
panil,4.0
panitia,3.0
panjang,2.0
panji-panji,-3.0
panorama,3.0
pantai,1.0
pantang,-4.0
pantar,1.0
pantas,-2.0
pantat,0.0
pantau,2.0
pantes,-1.0
pantesan,-2.0
panti,2.0
pantulan,3.0
papak,-3.0
papakerma,-5.0
papar,-3.0
paparan,3.0
para,2.0
para-para,2.0
parade,1.0
paradigma,3.0
parah,-5.0
paralelogram,-4.0
paramarta,4.0
paranormal,-2.0
parau,-4.0
pari-,-3.0
paripurna,1.0
pariwara,-3.0
parkir,1.0
parlemen,-3.0
parlente,-4.0
parokial,-3.0
parsel,2.0
partisipasi,3.0
paruh,-3.0
parut,-3.0
pas,3.0
pasak,-4.0
pasal,-4.0
pasang,4.0
pasif,-1.0
pasokan,-3.0
pasrah,0.0
pasti,3.0
pastikan,3.0
pasuk,-0.5
pasukan,-5.0
